global_step,eval/winrate,episode/total_reward,episode/length,worker/entropy,worker/intrinsic_reward,worker/advantage,manager/cosines,manager/advantage,loss/total,loss/worker,loss/manager,loss/value_worker,loss/value_manager,ppg/aux_value_worker,charts/learning_rate,charts/steps_per_sec,charts/episode_reward/WinLossRewardFunction,charts/episode_reward/ResourceGatherRewardFunction,charts/episode_reward/ProduceWorkerRewardFunction,charts/episode_reward/ProduceBuildingRewardFunction,charts/episode_reward/AttackRewardFunction,charts/episode_reward/ProduceCombatUnitRewardFunction
38707200.0,,75.80000000000001,1075.0,,,,,,,,,,,,,,-1.0,55.0,16.0,4.0,8.0,4.0
38731200.0,,111.19999999999999,1223.0,,,,,,,,,,,,,,-1.0,73.0,22.0,1.0,8.0,7.0
38743200.0,,194.4,2292.0,,,,,,,,,,,,,,1.0,76.0,23.0,2.0,55.0,5.0
38911200.0,,,,0.0013324933825060725,-0.03107713721692562,-1.1126200405442432e-08,-0.006763572804629803,-5.9604643443123e-10,1.19700026512146,2.9387510949163698e-06,-0.05922897532582283,0.3546195924282074,0.7831679582595825,,0.00038772002512844884,,,,,,,
39019200.0,,142.2,875.0,,,,,,,,,,,,,,1.0,61.0,18.0,1.0,23.0,5.0
39076800.0,,,,0.0012997486628592014,-0.06766211241483688,-3.973643192267673e-09,-0.06862273067235947,-7.947286162490741e-10,1.2772568464279175,0.00015165272634476423,-0.013794713653624058,0.3561296761035919,0.9074971675872803,,0.00038761673849461217,,,,,,,
39086400.0,,88.60000000000001,1121.0,,,,,,,,,,,,,,-1.0,65.0,19.0,3.0,4.0,5.0
39165600.0,,,,0.0009973644046112895,-0.024307966232299805,-3.973643192267673e-09,-0.021457599475979805,-1.1126200405442432e-08,0.8831740021705627,1.4518815078190528e-05,-0.034422874450683594,0.18260440230369568,0.6661712527275085,,0.0003875611824261762,,,,,,,
39170400.0,,154.59999999999997,1679.0,,,,,,,,,,,,,,-1.0,94.0,31.0,3.0,21.0,7.0
39312000.0,,,,0.0008901023538783193,-0.07568033039569855,3.3775965135873776e-08,-0.08953361958265305,-8.742015111806722e-09,0.8258615732192993,0.00010562442184891552,-0.004051870200783014,0.19481001794338226,0.6271141767501831,,0.00038746933029407517,,,,,,,
39324000.0,,136.2,1433.0,,,,,,,,,,,,,,-1.0,62.0,20.0,1.0,54.0,5.0
39331200.0,,44.2,843.0,,,,,,,,,,,,,,-1.0,39.0,16.0,1.0,5.0,1.0
39434400.0,,125.2,942.0,,,,,,,,,,,,,,1.0,54.0,17.0,1.0,18.0,4.0
39600000.0,,43.60000000000001,660.0,,,,,,,,,,,,,,-1.0,41.0,11.0,3.0,11.0,0.0
39600000.0,,,,,,,,,,,,,,,,1620.6956307442842,,,,,,
39633600.0,,,,,,,,,,,,,,,,1620.7461827468046,,,,,,
39650400.0,,23.800000000000004,625.0,,,,,,,,,,,,,,-1.0,26.0,8.0,4.0,9.0,0.0
39705600.0,,,,0.0013237686362117529,-0.005519175436347723,6.755193293628281e-09,0.029375066980719566,-3.5762788286319847e-09,0.9309399724006653,8.65597467054613e-05,-0.06417033076286316,0.27524232864379883,0.5916271209716797,,0.0003872207821120075,,,,,,,
39919200.0,,,,0.0012682699598371983,-0.0038985460996627808,-3.9736430812453705e-10,0.019278723746538162,6.755193293628281e-09,1.1457865238189697,-8.652375254314393e-05,-0.06587816774845123,0.2556649446487427,0.8241694569587708,,0.00038708492314400795,,,,,,,
39955200.0,,,,,,,,,,,,,,0.2838055491447449,,,,,,,,
39962400.0,,108.19999999999999,1261.0,,,,,,,,,,,,,,-1.0,63.0,21.0,1.0,24.0,5.0
40204800.0,,98.4,1315.0,,,,,,,,,,,,,,-1.0,68.0,23.0,2.0,7.0,5.0
40389600.0,,129.2,733.0,,,,,,,,,,,,,,1.0,51.0,15.0,1.0,27.0,4.0
40389600.0,,,,,,,,,,,,,,,,1615.7485047752868,,,,,,
40420800.0,,77.2,1080.0,,,,,,,,,,,,,,-1.0,58.0,19.0,1.0,4.0,4.0
40425600.0,,46.2,955.0,,,,,,,,,,,,,,-1.0,26.0,8.0,1.0,24.0,2.0
40526400.0,,,,,,,,,,,,,,,,1616.054064523418,,,,,,
40593600.0,,,,0.0009649878484196961,0.010418903082609177,-2.1457672971791908e-08,0.0718340203166008,-8.543332263855064e-09,0.932666540145874,-0.0001193642383441329,-0.021631110459566116,0.21556885540485382,0.6953569054603577,,0.0003866514769986695,,,,,,,
40615200.0,,91.2,1217.0,,,,,,,,,,,,,,-1.0,66.0,22.0,1.0,3.0,5.0
40670400.0,,103.4,1279.0,,,,,,,,,,,,,,-1.0,72.0,21.0,2.0,10.0,5.0
40809600.0,,,,,,,,,,,,,,,,1616.3067292374844,,,,,,
40924800.0,,,,0.0008653223048895597,-0.033724889159202576,8.543332263855064e-09,-0.06572183221578598,-1.19209286886246e-09,1.0749664306640625,-0.00015374872600659728,-0.026430265977978706,0.3558114171028137,0.6925796270370483,,0.000386436113365287,,,,,,,
40977600.0,,107.2,661.0,,,,,,,,,,,,,,1.0,45.0,14.0,1.0,20.0,2.0
41001600.0,,120.2,742.0,,,,,,,,,,,,,,1.0,44.0,15.0,1.0,29.0,3.0
41112000.0,,,,0.0009281401871703565,0.004562279209494591,9.735425798851338e-09,0.044437702745199203,2.0265579436795633e-08,1.1896278858184814,-5.7388348068343475e-05,-0.03225931525230408,0.36462706327438354,0.7926934361457825,,0.00038631365994346473,,,,,,,
41114400.0,,,,,,,,,,,,,,,,1616.8260529154607,,,,,,
41186400.0,,,,0.0011328881373628974,-0.06907734274864197,8.344650304081824e-09,-0.0695338249206543,-1.2318293940438707e-08,1.1510993242263794,0.0002229910169262439,-0.04629475250840187,0.27348339557647705,0.8315554261207581,,0.00038626484706030903,,,,,,,
41253600.0,,126.2,758.0,,,,,,,,,,,,,,1.0,54.0,15.0,1.0,21.0,4.0
41328000.0,,102.4,1199.0,,,,,,,,,,,,,,-1.0,60.0,21.0,2.0,29.0,3.0
41354400.0,,,,0.0012758707161992788,-0.13651975989341736,-7.152557657263969e-09,-0.1589381992816925,3.1789144649962964e-09,1.3733919858932495,5.780422725365497e-05,-0.03828414902091026,0.36923226714134216,0.9659460783004761,,0.0003861543202010487,,,,,,,
41368800.0,,,,,,,,,,,,,,,,1617.3897376249395,,,,,,
41476800.0,,,,0.0011496130609884858,-0.08244986087083817,-5.563100202721216e-09,-0.09441932290792465,-3.1789144649962964e-09,1.1583784818649292,-5.546652027987875e-05,0.02061418443918228,0.32735610008239746,0.8515926003456116,,0.0003860735281090736,,,,,,,
41479200.0,,162.60000000000002,1891.0,,,,,,,,,,,,,,-1.0,98.0,29.0,3.0,23.0,8.0
41606400.0,,17.0,460.0,,,,,,,,,,,,,,-1.0,24.0,8.0,5.0,4.0,0.0
41637600.0,,133.2,1464.0,,,,,,,,,,,,,,-1.0,88.0,27.0,1.0,14.0,6.0
41815200.0,,,,,,,,,,,,,,,,1617.9281959813013,,,,,,
41824800.0,,,,0.001178314327262342,-0.06106561794877052,1.1324882365215672e-08,-0.042453158646821976,1.0331471678171056e-08,1.1810234785079956,-0.00012083029287168756,-0.028094343841075897,0.35606083273887634,0.796759307384491,,0.00038584260417912325,,,,,,,
41839200.0,,,,0.000978793133981526,-0.06926440447568893,-7.549921576810448e-09,-0.0702386125922203,7.947286162490741e-10,0.9263083338737488,0.00011411461309762672,-0.042397186160087585,0.29176950454711914,0.5922655463218689,,0.00038583300981506004,,,,,,,
41841600.0,,,,0.0010290875798091292,-0.08655282855033875,2.4239222184974096e-08,-0.10553143918514252,4.371007555903361e-09,1.604651927947998,-0.00020343420328572392,0.023323848843574524,0.4260130524635315,1.2017695903778076,,0.0003858314104540785,,,,,,,
41956800.0,,148.60000000000002,1303.0,,,,,,,,,,,,,,-1.0,75.0,23.0,3.0,54.0,4.0
42019200.0,,172.6,1177.0,,,,,,,,,,,,,,1.0,72.0,30.0,3.0,50.0,0.0
42124800.0,,165.4,1534.0,,,,,,,,,,,,,,-1.0,87.0,26.0,2.0,52.0,5.0
42177600.0,,133.4,762.0,,,,,,,,,,,,,,1.0,57.0,15.0,2.0,29.0,3.0
42204000.0,,,,,,,,,,,,,,,,1618.4636614858898,,,,,,
42211200.0,,,,,,,,,,,,,,,,1618.4503079341964,,,,,,
42228000.0,,,,0.0010792019311338663,-0.03963005170226097,-1.9868215961338365e-09,-0.00516819953918457,-5.9604645663569045e-09,1.0074658393859863,-0.00012926777708344162,-0.027531510218977928,0.2788527011871338,0.7009632587432861,,0.00038557279514138794,,,,,,,
42242400.0,,,,0.0009970571845769882,-0.030139122158288956,1.0728836485895954e-08,-0.035717036575078964,8.742015111806722e-09,1.2747634649276733,-0.00010138597281184047,-0.02867356687784195,0.26457226276397705,0.9814262390136719,,0.00038556311437409733,,,,,,,
42336000.0,,176.60000000000002,1592.0,,,,,,,,,,,,,,-1.0,79.0,25.0,3.0,68.0,6.0
42348000.0,,141.2,803.0,,,,,,,,,,,,,,1.0,56.0,16.0,1.0,29.0,5.0
42475200.0,,,,,,,,,,,,,,,,1618.8413658401907,,,,,,
42511200.0,,152.4,814.0,,,,,,,,,,,,,,1.0,66.0,16.0,2.0,30.0,5.0
42549600.0,,,,0.0007452599820680916,-0.03506065905094147,-4.76837147544984e-09,-0.047314245253801346,5.165735839085528e-09,1.0641039609909058,4.355600140115712e-06,0.0338115431368351,0.3789474368095398,0.7189798355102539,,0.0003853558573397068,,,,,,,
42604800.0,,,,,,,,,,,,,,,,1619.0880826997532,,,,,,
42686400.0,,126.4,1408.0,,,,,,,,,,,,,,-1.0,86.0,25.0,2.0,11.0,6.0
42705600.0,,126.2,775.0,,,,,,,,,,,,,,1.0,55.0,16.0,1.0,19.0,4.0
42746400.0,,125.60000000000002,1408.0,,,,,,,,,,,,,,-1.0,82.0,25.0,3.0,14.0,6.0
42782400.0,,174.60000000000002,2335.0,,,,,,,,,,,,,,-1.0,99.0,34.0,3.0,61.0,0.0
42919200.0,,128.4,748.0,,,,,,,,,,,,,,1.0,55.0,15.0,2.0,26.0,3.0
42967200.0,,132.4,1483.0,,,,,,,,,,,,,,-1.0,88.0,27.0,2.0,13.0,6.0
43084800.0,,113.4,1263.0,,,,,,,,,,,,,,-1.0,74.0,20.0,2.0,11.0,7.0
43219200.0,,161.4,1370.0,,,,,,,,,,,,,,1.0,80.0,23.0,2.0,18.0,5.0
43284000.0,,,,0.0011016816133633256,-0.09738072752952576,-3.973643192267673e-09,-0.08555247634649277,1.867612198225288e-08,1.1631584167480469,-1.923178024298977e-05,-0.034170038998126984,0.30799388885498047,0.820986270904541,,0.0003848547103073373,,,,,,,
43315200.0,,137.60000000000002,1002.0,,,,,,,,,,,,,,1.0,51.0,14.0,3.0,40.0,3.0
43382400.0,,,,0.0010424870997667313,0.012680559419095516,9.934107758624577e-09,0.01913146860897541,-7.549921576810448e-09,0.8648639917373657,-8.491529297316447e-05,-0.0038272005040198565,0.17874078452587128,0.682221531867981,,0.0003847869565640007,,,,,,,
43416000.0,,,,0.001042106538079679,-0.054922524839639664,-1.0927518445669193e-08,-0.05088145658373833,-7.549921576810448e-09,1.0469826459884644,7.341748278122395e-05,-0.05249659717082977,0.3011765778064728,0.6933931708335876,,0.0003847637883573857,,,,,,,
43478400.0,,,,,,,,,,,,,,,,1620.826370517958,,,,,,
43485600.0,,,,0.0007502237567678094,-0.023128045722842216,-4.76837147544984e-09,-0.037170857191085815,-1.7086664527710127e-08,0.8832353949546814,-9.68078020378016e-05,-0.028472881764173508,0.20224671065807343,0.6524264812469482,,0.00038471574400059127,,,,,,,
43514400.0,,,,,,,,,,,,,,,,1620.8871646161344,,,,,,
43603200.0,,,,,,,,,,,,,,0.38277238607406616,,,,,,,,
43608000.0,,,,,,,,,,,,,,,,1621.0504180828293,,,,,,
43620000.0,,106.2,1272.0,,,,,,,,,,,,,,-1.0,70.0,22.0,1.0,10.0,6.0
43632000.0,,,,,,,,,,,,,,,,1621.0794364523726,,,,,,
43747200.0,,,,,,,,,,,,,,,,1621.2879455297345,,,,,,
43802400.0,,153.4,1478.0,,,,,,,,,,,,,,-1.0,98.0,26.0,2.0,13.0,9.0
43848000.0,,,,,,,,,,,,,,,,1621.4375470667712,,,,,,
43872000.0,,,,0.0010712356306612492,-0.07413191348314285,7.947286162490741e-10,-0.05350087583065033,-4.371007555903361e-09,0.9174134731292725,-0.00011162426380906254,-0.025000976398587227,0.31946367025375366,0.5728479027748108,,0.000384447714181435,,,,,,,
43874400.0,,167.2,995.0,,,,,,,,,,,,,,1.0,66.0,20.0,1.0,37.0,6.0
43922400.0,,,,0.0009808302856981754,0.004623982589691877,6.755193293628281e-09,0.008892681449651718,-5.165735839085528e-09,1.1289353370666504,7.961834489833564e-05,-0.03177706152200699,0.2701960802078247,0.8270516395568848,,0.00038441259138549986,,,,,,,
43968000.0,,,,,,,,,,,,,,0.3914274573326111,,,,,,,,
43989600.0,,,,,,,,,,,,,,,,1621.5747822069986,,,,,,
44128800.0,,,,,,,,,,,,,,,,1621.84107983938,,,,,,
44164800.0,,,,,,,,,,,,,,,,1621.9004829280068,,,,,,
44198400.0,,,,0.0009380342089571059,0.011728830635547638,1.2715657859985185e-08,0.023273169994354248,-3.1789144649962964e-09,1.0048030614852905,-0.00016599043738096952,-0.019777635112404823,0.2578917443752289,0.7269771695137024,,0.00038421958858797284,,,,,,,
44208000.0,,,,,,,,,,,,,,,,1621.9825589486725,,,,,,
44212800.0,,,,0.0008376500336453319,-0.02005635015666485,-7.947286162490741e-10,-0.04355114325881004,1.5894572324981482e-09,1.1448291540145874,6.77435818943195e-05,-0.015962447971105576,0.30598360300064087,0.8229592442512512,,0.000384209488087499,,,,,,,
44289600.0,,185.2,1167.0,,,,,,,,,,,,,,1.0,82.0,24.0,1.0,31.0,7.0
44296800.0,,158.4,911.0,,,,,,,,,,,,,,1.0,66.0,17.0,2.0,39.0,4.0
44510400.0,,128.2,721.0,,,,,,,,,,,,,,1.0,51.0,14.0,1.0,23.0,5.0
44548800.0,,,,,,,,,,,,,,,,1622.4908839684201,,,,,,
44553600.0,,156.60000000000002,1265.0,,,,,,,,,,,,,,1.0,66.0,20.0,3.0,34.0,4.0
44577600.0,,,,0.0009209727868437767,-0.08889997750520706,-1.5894572324981482e-09,-0.0720280110836029,-7.947286384535346e-09,1.4155610799789429,-6.55112016829662e-05,0.0024578284937888384,0.3305956721305847,1.0873669385910034,,0.00038395259139803966,,,,,,,
44728800.0,,,,0.000957733835093677,-0.08804609626531601,-1.9868215406226852e-10,-0.08243756741285324,1.0927518889758403e-09,1.4627584218978882,-2.846805364242755e-05,0.005421672482043505,0.4859999716281891,0.9821611046791077,,0.0003838455412326266,,,,,,,
44894400.0,,136.2,1292.0,,,,,,,,,,,,,,1.0,61.0,24.0,1.0,23.0,2.0
44896800.0,,148.4,1105.0,,,,,,,,,,,,,,1.0,73.0,21.0,2.0,18.0,4.0
44932800.0,,,,0.0010753775713965297,-0.0686812773346901,-3.5762788286319847e-09,-0.06702599674463272,-2.1855037779516806e-09,1.1750656366348267,9.570967813488096e-05,-0.02608814649283886,0.3008172810077667,0.8482666611671448,,0.00038370057673673346,,,,,,,
44956800.0,,98.2,603.0,,,,,,,,,,,,,,1.0,40.0,12.0,1.0,18.0,2.0
44956800.0,,,,,,,,,,,,,,,,1623.0750978584608,,,,,,
44959200.0,,123.19999999999999,1402.0,,,,,,,,,,,,,,-1.0,82.0,25.0,1.0,8.0,7.0
45012000.0,,222.4,1333.0,,,,,,,,,,,,,,1.0,90.0,25.0,2.0,63.0,6.0
45052800.0,,,,0.0009544678614474833,-0.10324492305517197,-3.9736430812453705e-10,-0.1274694800376892,2.9404958468148834e-08,1.1298246383666992,9.677252091933042e-05,-0.023452505469322205,0.3246478736400604,0.7818306088447571,,0.0003836150184339217,,,,,,,
45177600.0,,81.00000000000001,1199.0,,,,,,,,,,,,,,-1.0,60.0,19.0,5.0,9.0,3.0
45242400.0,,,,0.0010593336774036288,-0.03986262157559395,-2.2649764730431343e-08,-0.024051545187830925,-4.5696895156766004e-09,1.2173572778701782,-0.00023976087686605752,-0.052338581532239914,0.34320536255836487,0.8215842247009277,,0.0003834794063160717,,,,,,,
45388800.0,,,,0.001072240644134581,-0.07134741544723511,-3.1789144649962964e-09,-0.06716415286064148,-8.742015111806722e-09,1.1192725896835327,-6.199892959557474e-05,-0.044060949236154556,0.299739807844162,0.775420606136322,,0.0003833743331179976,,,,,,,
45458400.0,,172.2,2191.0,,,,,,,,,,,,,,-1.0,99.0,31.0,1.0,26.0,9.0
45549600.0,,,,,,,,,,,,,,,,1617.8469042306479,,,,,,
45580800.0,,,,,,,,,,,,,,,,1617.884121602286,,,,,,
45609600.0,,,,,,,,,,,,,,,,1617.9618330568328,,,,,,
45612000.0,,142.4,958.0,,,,,,,,,,,,,,1.0,48.0,17.0,2.0,45.0,3.0
45633600.0,,123.19999999999999,1121.0,,,,,,,,,,,,,,-1.0,74.0,22.0,1.0,19.0,7.0
45684000.0,,134.2,1399.0,,,,,,,,,,,,,,-1.0,85.0,25.0,1.0,12.0,8.0
45789600.0,,,,0.0009752529440447688,-0.010490023531019688,7.947286162490741e-10,0.013142947107553482,2.38418573772492e-09,1.5212204456329346,2.9610297133331187e-05,-0.030373666435480118,0.3951258957386017,1.0957603454589844,,0.0003830850705563856,,,,,,,
45859200.0,,84.60000000000001,946.0,,,,,,,,,,,,,,-1.0,58.0,15.0,3.0,19.0,3.0
45926400.0,,,,0.0008605894399806857,-0.01135798916220665,-3.1789144649962964e-09,-0.01154927909374237,1.7086664527710127e-08,0.761139452457428,7.755529622954782e-06,0.008173730224370956,0.22490273416042328,0.5444267988204956,,0.000382985803301102,,,,,,,
45957600.0,,,,,,,,,,,,,,,,1618.7166322722333,,,,,,
46005600.0,,111.60000000000002,1290.0,,,,,,,,,,,,,,-1.0,78.0,21.0,3.0,8.0,6.0
46022400.0,,83.60000000000001,1048.0,,,,,,,,,,,,,,-1.0,64.0,17.0,3.0,6.0,4.0
46029600.0,,,,0.0010042533976957202,-0.014917285181581974,1.390775050680304e-09,0.003998624160885811,-9.934107758624577e-09,1.378005862236023,-5.482204505824484e-05,-0.029368750751018524,0.4278404414653778,0.9207518696784973,,0.00038291073686353723,,,,,,,
46144800.0,,,,0.0008454052731394768,0.01101759821176529,-2.38418573772492e-09,-0.014247745275497437,3.1789144649962964e-09,0.9247500896453857,-9.888975910143927e-06,0.02743128500878811,0.28503280878067017,0.667147159576416,,0.0003828267584196226,,,,,,,
46173600.0,,106.4,1026.0,,,,,,,,,,,,,,-1.0,64.0,18.0,2.0,28.0,4.0
46305600.0,,,,,,,,,,,,,,,,1619.2766496531324,,,,,,
46348800.0,,,,,,,,,,,,,,,,1619.3291659002966,,,,,,
46375200.0,,104.40000000000002,1375.0,,,,,,,,,,,,,,-1.0,64.0,22.0,7.0,37.0,0.0
46528800.0,,,,0.0008883933769538999,-0.010647662915289402,-7.947286162490741e-10,0.014781300909817219,9.53674295089968e-09,1.6519012451171875,1.1182655725860968e-05,-0.03523494303226471,0.392709881067276,1.2239766120910645,,0.0003825454348553286,,,,,,,
46564800.0,,238.4,1524.0,,,,,,,,,,,,,,1.0,97.0,28.0,2.0,65.0,7.0
46567200.0,,,,,,,,,,,,,,,,1619.6969927651837,,,,,,
46646400.0,,,,,,,,,,,,,,,,1619.847470239361,,,,,,
46754400.0,,136.2,816.0,,,,,,,,,,,,,,1.0,62.0,17.0,1.0,17.0,5.0
46776000.0,,140.4,850.0,,,,,,,,,,,,,,1.0,65.0,16.0,2.0,23.0,4.0
47004000.0,,54.60000000000001,795.0,,,,,,,,,,,,,,-1.0,44.0,13.0,3.0,17.0,0.0
47097600.0,,,,,,,,,,,,,,0.27397048473358154,,,,,,,,
47140800.0,,109.4,1251.0,,,,,,,,,,,,,,-1.0,74.0,21.0,2.0,14.0,5.0
47169600.0,,69.20000000000002,1098.0,,,,,,,,,,,,,,-1.0,58.0,19.0,6.0,7.0,1.0
47203200.0,,153.2,1049.0,,,,,,,,,,,,,,1.0,68.0,20.0,1.0,25.0,5.0
47263200.0,,126.39999999999998,1367.0,,,,,,,,,,,,,,-1.0,87.0,25.0,2.0,10.0,6.0
47299200.0,,,,0.0006651030853390694,-0.010167904198169708,0.0,-0.0028011794202029705,-1.3510386587256562e-08,1.0170520544052124,2.1029652543802513e-06,-0.004077963996678591,0.22201864421367645,0.7909641861915588,,0.0003819745706465109,,,,,,,
47301600.0,,,,0.00063903076807037,-0.00976072158664465,9.934107980669182e-10,-0.022755762562155724,2.781550101360608e-09,0.8289862275123596,-8.317643369082361e-05,-0.003062853356823325,0.22383412718772888,0.6020124554634094,,0.00038197277881263375,,,,,,,
47316000.0,,136.4,768.0,,,,,,,,,,,,,,1.0,61.0,15.0,2.0,24.0,4.0
47376000.0,,105.80000000000001,1371.0,,,,,,,,,,,,,,-1.0,58.0,16.0,4.0,39.0,3.0
47409600.0,,,,,,,,,,,,,,,,1620.8286156001448,,,,,,
47438400.0,,135.4,980.0,,,,,,,,,,,,,,1.0,64.0,19.0,2.0,20.0,3.0
47534400.0,,164.4,975.0,,,,,,,,,,,,,,1.0,65.0,17.0,2.0,42.0,5.0
47589600.0,,104.60000000000001,1105.0,,,,,,,,,,,,,,-1.0,64.0,18.0,3.0,26.0,4.0
47736000.0,,,,,,,,,,,,,,,,1621.3593534608442,,,,,,
47750400.0,,,,0.0008546690223738551,-0.02026846632361412,-3.1789144649962964e-09,-0.057171378284692764,2.781550101360608e-09,1.0071983337402344,-3.0331128073157743e-05,6.0660444432869554e-05,0.22016307711601257,0.787074089050293,,0.00038163624179022703,,,,,,,
47793600.0,,83.2,462.0,,,,,,,,,,,,,,1.0,33.0,10.0,1.0,16.0,1.0
47875200.0,,149.2,1286.0,,,,,,,,,,,,,,1.0,58.0,20.0,1.0,35.0,4.0
47913600.0,,,,,,,,,,,,,,,,1621.3500076915298,,,,,,
47997600.0,,,,,,,,,,,,,,,,1621.3207495144077,,,,,,
48247200.0,,,,,,,,,,,,,,,,1621.548281379274,,,,,,
48336000.0,,158.4,877.0,,,,,,,,,,,,,,1.0,63.0,18.0,2.0,37.0,5.0
48384000.0,,168.2,1671.0,,,,,,,,,,,,,,-1.0,96.0,30.0,1.0,26.0,9.0
48410400.0,,87.2,1373.0,,,,,,,,,,,,,,-1.0,60.0,22.0,1.0,9.0,4.0
48453600.0,,,,,,,,,,,,,,,,1621.8165550223734,,,,,,
48523200.0,,174.2,2015.0,,,,,,,,,,,,,,-1.0,100.0,29.0,1.0,25.0,10.0
48549600.0,,,,,,,,,,,,,,,,1621.8242790246604,,,,,,
48657600.0,,,,0.0008178941789083183,0.007365847006440163,5.9604643443123e-10,0.014341164380311966,-1.19209286886246e-09,1.0186444520950317,-5.494125434779562e-05,-0.0625075027346611,0.24436812102794647,0.7117221355438232,,0.00038094709787603277,,,,,,,
48760800.0,,114.4,1374.0,,,,,,,,,,,,,,-1.0,79.0,20.0,2.0,11.0,6.0
48784800.0,,,,,,,,,,,,,,,,1621.916056709642,,,,,,
48799200.0,,,,,,,,,,,,,,,,1621.9227615137354,,,,,,
48842400.0,,,,,,,,,,,,,,,,1621.9820729933367,,,,,,
48847200.0,,161.60000000000002,1122.0,,,,,,,,,,,,,,1.0,56.0,22.0,3.0,47.0,4.0
48928800.0,,,,0.0006884557660669088,-0.01611228659749031,-1.1920929132713809e-08,-0.03354737162590027,-2.1855036891338386e-08,1.1217968463897705,0.00010209857282461599,-0.04074069485068321,0.3634958565235138,0.7176693677902222,,0.00038073878652971087,,,,,,,
48962400.0,,,,,,,,,,,,,,,,1622.0854472802596,,,,,,
48969600.0,,169.2,1710.0,,,,,,,,,,,,,,-1.0,98.0,29.0,1.0,26.0,9.0
49036800.0,,66.2,445.0,,,,,,,,,,,,,,1.0,18.0,9.0,1.0,19.0,0.0
49113600.0,,,,,,,,,,,,,,,,1622.3273028327121,,,,,,
49171200.0,,121.4,1226.0,,,,,,,,,,,,,,-1.0,65.0,21.0,2.0,43.0,3.0
49300800.0,,151.2,1557.0,,,,,,,,,,,,,,-1.0,94.0,27.0,1.0,14.0,9.0
49320000.0,,,,,,,,,,,,,,,,1622.7432765514957,,,,,,
49411200.0,,,,0.0006962899933569133,-0.030417950823903084,-1.41064333547547e-08,0.008043154142796993,-1.1126200405442432e-08,1.3072052001953125,-8.817671914584935e-05,-0.03193545714020729,0.26149696111679077,1.0136914253234863,,0.0003803656454700917,,,,,,,
49473600.0,,217.2,1919.0,,,,,,,,,,,,,,-1.0,99.0,30.0,1.0,72.0,9.0
49629600.0,,106.80000000000001,1150.0,,,,,,,,,,,,,,-1.0,82.0,22.0,4.0,6.0,4.0
49634400.0,,,,0.0009219509665854275,-0.03601004555821419,0.0,-0.06598836928606033,-5.563100202721216e-09,0.9985705614089966,0.00010547464626142755,-0.029411109164357185,0.2480890452861786,0.7211850881576538,,0.0003801918717831349,,,,,,,
49636800.0,,157.6,975.0,,,,,,,,,,,,,,1.0,69.0,19.0,3.0,33.0,4.0
49680000.0,,161.4,1715.0,,,,,,,,,,,,,,-1.0,100.0,29.0,2.0,20.0,8.0
49701600.0,,166.2,1920.0,,,,,,,,,,,,,,-1.0,82.0,26.0,1.0,50.0,7.0
49730400.0,,167.2,1099.0,,,,,,,,,,,,,,1.0,75.0,21.0,1.0,23.0,7.0
49740000.0,,126.60000000000002,1313.0,,,,,,,,,,,,,,-1.0,75.0,26.0,3.0,41.0,1.0
49783200.0,,,,0.0007959772483445704,-0.05972019210457802,-3.973643192267673e-09,-0.0898805633187294,1.5894572324981482e-09,1.2813106775283813,-7.19939052942209e-05,0.008457161486148834,0.3987542986869812,0.8909496068954468,,0.0003800756274544676,,,,,,,
49908000.0,,153.4,870.0,,,,,,,,,,,,,,1.0,67.0,16.0,2.0,30.0,5.0
50092800.0,,,,,,,,,,,,,,,,1618.365590075842,,,,,,
50133600.0,,,,0.0006946099456399679,0.020804861560463905,-1.41064333547547e-08,0.04852261021733284,-9.53674295089968e-09,0.8370431661605835,-4.8013571358751506e-05,-0.03236440196633339,0.22704793512821198,0.5775898098945618,,0.00037980064375363283,,,,,,,
50244000.0,,,,0.0009332251502200961,-0.0512530580163002,-5.165735839085528e-09,-0.03970709443092346,-3.1789144649962964e-09,1.7044250965118408,-1.149825607171806e-06,-0.054791808128356934,0.3506293296813965,1.2990120649337769,,0.00037971364281377134,,,,,,,
50443200.0,,134.6,1533.0,,,,,,,,,,,,,,-1.0,95.0,29.0,3.0,10.0,5.0
50568000.0,,123.4,1485.0,,,,,,,,,,,,,,-1.0,82.0,22.0,2.0,11.0,7.0
50575200.0,,219.4,1300.0,,,,,,,,,,,,,,1.0,86.0,23.0,2.0,62.0,7.0
50616000.0,,78.2,530.0,,,,,,,,,,,,,,1.0,28.0,10.0,1.0,16.0,1.0
50724000.0,,,,,,,,,,,,,,,,1619.070051271837,,,,,,
50772000.0,,,,,,,,,,,,,,,,1619.1103920230378,,,,,,
50793600.0,,,,,,,,,,,,,,,,1619.1605871870847,,,,,,
50877600.0,,150.4,896.0,,,,,,,,,,,,,,1.0,69.0,16.0,2.0,25.0,5.0
50882400.0,,,,0.0008018009830266237,-0.027209829539060593,-6.357828929992593e-09,-0.005532499868422747,-2.38418573772492e-09,0.9765946269035339,2.2477050151792355e-05,-0.05961061641573906,0.24514341354370117,0.6718711256980896,,0.0003792071541294775,,,,,,,
50990400.0,,105.4,1269.0,,,,,,,,,,,,,,-1.0,77.0,23.0,2.0,5.0,5.0
51108000.0,,88.4,1151.0,,,,,,,,,,,,,,-1.0,64.0,19.0,2.0,5.0,5.0
51148800.0,,,,,,,,,,,,,,0.2647753059864044,,,,,,,,
